bin name	domain	confidence	% completion	% redundancy	num_splits	total length	bin_name	total_scgs	supporting_scgs	t_domain	t_phylum	t_class	t_order	t_family	t_genus	t_species
RETR15.002	BACTERIA	0.5	39.44	4.23	108	730105	RETR15.002	8	3	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium sp002862755
RETR15.003	BLANK	1.0	0.00	0.00	182	521032	RETR15.003	0	0	None	None	None	None	None	None	None
RETR15.004	BACTERIA	1.0	100.00	18.31	1174	9778956	RETR15.004	24	7	Bacteria	Myxococcota	Polyangia	Polyangiales	Polyangiaceae	Sorangium	Sorangium cellulosum
RETR15.005	BACTERIA	0.6	52.11	32.39	23	203704	RETR15.005	6	2	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium sp002862755
RETR15.006	BACTERIA	1.0	98.59	9.86	480	2907714	RETR15.006	24	22	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	None	None
RETR15.007	BACTERIA	0.6	61.97	16.90	1988	3358007	RETR15.007	25	21	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	None	None
RETR15.008	BACTERIA	0.9	81.69	14.08	1726	4586574	RETR15.008	21	18	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Bernardetiaceae	Thermoflexibacter	Thermoflexibacter sp004294445
RETR15.009	BACTERIA	0.8	85.92	12.68	1258	3743815	RETR15.009	21	18	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Polaromonas	None
RETR15.010	BLANK	0.7	0.00	0.00	68	124349	RETR15.010	2	2	Bacteria	None	None	None	None	None	None
RETR15.011	BACTERIA	0.9	76.06	33.80	1889	3376507	RETR15.011	22	14	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	UBA9547	REAG01	REAG01 sp004294265
RETR15.012	BACTERIA	0.8	66.20	19.72	988	1873219	RETR15.012	5	4	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	UBA9547	REAG01	REAG01 sp004294265
RETR15.013	BACTERIA	0.7	60.56	25.35	2437	3926640	RETR15.013	27	13	Bacteria	Spirochaetota	Leptospirae	Leptospirales	Leptospiraceae	UBA2033	UBA2033 sp002333425
RETR19.001	BLANK	1.0	0.00	0.00	227	320928	RETR19.001	0	0	None	None	None	None	None	None	None
RETR19.002	BACTERIA	1.0	100.00	111.27	1949	9545565	RETR19.002	32	7	Bacteria	Myxococcota	Polyangia	Polyangiales	Polyangiaceae	Sorangium	Sorangium cellulosum
RETR19.003	BACTERIA	1.0	98.59	33.80	3048	9070354	RETR19.003	17	7	Bacteria	Myxococcota	Polyangia	Haliangiales	Haliangiaceae	UBA2376	UBA2376 sp900696455
RETR19.004	BACTERIA	0.7	66.20	32.39	1453	3164131	RETR19.004	20	20	Bacteria	Bacteroidota	Bacteroidia	None	None	None	None
RETR19.005	BACTERIA	0.8	84.51	30.99	3147	5665971	RETR19.005	24	6	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	None
RETR19.006	BACTERIA	0.7	71.83	54.93	1156	2380663	RETR19.006	13	4	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	UBA9547	REAG01	REAG01 sp004294265
RETR19.007	BACTERIA	0.5	57.75	30.99	2892	4208631	RETR19.007	14	14	Bacteria	None	None	None	None	None	None
SWAB12.001	BACTERIA	0.4	40.85	1.41	585	4927179	SWAB12.001	5	2	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	Flavilitoribacter	Flavilitoribacter nigricans
SWAB12.002	BACTERIA	1.0	94.37	4.23	252	4848233	SWAB12.002	22	8	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Sphaerotilus	Sphaerotilus natans
SWAB12.003	BACTERIA	0.8	78.87	5.63	615	5863241	SWAB12.003	9	9	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	None	None
SWAB12.004	BLANK	1.0	0.00	0.00	126	921703	SWAB12.004	0	0	None	None	None	None	None	None	None
SWAB12.005	BACTERIA	0.6	60.56	9.86	134	1130723	SWAB12.005	17	17	Bacteria	Proteobacteria	Gammaproteobacteria	None	None	None	None
SWAB12.006	BLANK	0.9	0.00	0.00	25	205557	SWAB12.006	0	0	None	None	None	None	None	None	None
SWAB12.007	BACTERIA	0.7	76.06	16.90	681	6726602	SWAB12.007	20	20	Bacteria	Actinobacteriota	Acidimicrobiia	Acidimicrobiales	None	None	None
SWAB12.008	BACTERIA	0.9	92.96	26.76	218	2629056	SWAB12.008	28	7	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Methylophilaceae	Methylotenera	Methylotenera versatilis
SWAB12.009	BACTERIA	0.5	57.75	28.17	626	4847750	SWAB12.009	16	3	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	UBA4615	UBA4615 sp003818495
SWAB12.010	BACTERIA	1.0	94.37	60.56	1060	8370077	SWAB12.010	30	7	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	M3007	M3007 sp006226345
SWAB15.001	BACTERIA	1.0	97.18	4.23	514	6182939	SWAB15.001	22	22	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Phormidiaceae	Microcoleus	None
SWAB15.002	BACTERIA	0.6	56.34	2.82	641	1649312	SWAB15.002	5	3	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium sp002862755
SWAB15.003	BACTERIA	1.0	100.00	39.44	510	5816061	SWAB15.003	24	22	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	Pararheinheimera	None
SWAB15.004	BACTERIA	1.0	98.59	349.30	834	6696160	SWAB15.004	54	54	Bacteria	None	None	None	None	None	None
SWAB15.005	BACTERIA	1.0	100.00	7.04	991	9158844	SWAB15.005	21	7	Bacteria	Myxococcota	Polyangia	Polyangiales	Polyangiaceae	Sorangium	Sorangium cellulosum
SWAB15.006	BACTERIA	1.0	94.37	15.49	498	3157891	SWAB15.006	25	19	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Polaromonas	None
SWAB15.007	BACTERIA	0.6	45.07	49.30	40	138502	SWAB15.007	13	7	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium sp002862755
SWAB15.008	BACTERIA	0.6	54.93	15.49	2168	4746333	SWAB15.008	9	9	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	None	None
SWAB15.009	BACTERIA	0.3	26.76	21.13	1766	3010368	SWAB15.009	18	4	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Bernardetiaceae	Thermoflexibacter	Thermoflexibacter sp004294445
SWAB15.010	BLANK	0.7	0.00	0.00	5029	8096971	SWAB15.010	5	2	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Chamaesiphonaceae	Chamaesiphon	Chamaesiphon polymorphus
SWAB15.011	BACTERIA	0.7	64.79	23.94	854	1589196	SWAB15.011	26	20	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	None	None
SWAB15.012	BACTERIA	0.3	26.76	9.86	706	1113801	SWAB15.012	12	6	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	None
SWAB15.013	BACTERIA	1.0	94.37	100.00	4627	7984397	SWAB15.013	46	15	Bacteria	Cyanobacteria	Cyanobacteriia	Leptolyngbyales	Leptolyngbyaceae	Alkalinema	Alkalinema sp002148405
SWAB15.014	BACTERIA	0.2	18.31	0.00	62	117219	SWAB15.014	1	1	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium sp002862755
SWAB15.015	BACTERIA	0.8	84.51	85.92	5410	9280331	SWAB15.015	29	29	Bacteria	None	None	None	None	None	None
SWAB15.016	BACTERIA	0.4	45.07	36.62	460	770299	SWAB15.016	29	28	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	None	None
SWAB15.017	BACTERIA	0.4	29.58	2.82	844	1308335	SWAB15.017	8	8	Bacteria	None	None	None	None	None	None
SWAB15.018	BLANK	1.0	0.00	0.00	79	138757	SWAB15.018	0	0	None	None	None	None	None	None	None
SWAB15.019	BLANK	0.7	0.00	0.00	328	562672	SWAB15.019	2	2	Bacteria	Bacteroidota	Bacteroidia	None	None	None	None
SWAB15.020	BACTERIA	0.7	63.38	71.83	1892	2999466	SWAB15.020	32	12	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	None
SWAB15.021	BACTERIA	0.5	53.52	16.90	1045	1747352	SWAB15.021	3	3	Bacteria	None	None	None	None	None	None
SWAB15.022	BACTERIA	0.7	83.10	90.14	3822	5983296	SWAB15.022	25	8	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	UBA9547	REAG01	REAG01 sp004294265
SWAB15.023	BACTERIA	1.0	90.14	69.01	1690	2934898	SWAB15.023	41	9	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingorhabdus	Sphingorhabdus sp003367235
SWAB15.024	BACTERIA	0.3	38.03	4.23	736	1221630	SWAB15.024	8	8	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Pelobium	Pelobium sp004294495
SWAB15.025	BLANK	0.5	0.00	0.00	3719	5442056	SWAB15.025	1	1	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	UBA997	UBA997 sp002291945
SWAB15.026	BACTERIA	0.5	40.85	23.94	2101	3284275	SWAB15.026	7	7	Bacteria	Proteobacteria	None	None	None	None	None
SWAB15.027	BACTERIA	0.6	61.97	26.76	3187	4620265	SWAB15.027	18	4	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Spirosomaceae	Arcicella	Arcicella aurantiaca
SWAB15.028	BLANK	1.0	0.00	0.00	241	294961	SWAB15.028	0	0	None	None	None	None	None	None	None
SWAB15.029	BACTERIA	0.4	46.48	12.68	368	505031	SWAB15.029	20	20	Bacteria	None	None	None	None	None	None
SWAB15.030	BLANK	1.0	0.00	0.00	10106	14112918	SWAB15.030	0	0	None	None	None	None	None	None	None
SWAB15.031	BLANK	1.0	0.00	0.00	6562	8857991	SWAB15.031	0	0	None	None	None	None	None	None	None
SWAB1.001	BACTERIA	0.8	84.51	40.85	4988	10545887	SWAB1.001	13	13	Bacteria	None	None	None	None	None	None
SWAB1.002	BACTERIA	0.6	52.11	16.90	29	141029	SWAB1.002	5	3	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium sp002862755
SWAB1.003	BACTERIA	0.2	21.13	4.23	2736	5467356	SWAB1.003	1	1	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	LD1	UBA7692	UBA7692 sp001897535
SWAB1.004	BACTERIA	0.5	43.66	1.41	55	173562	SWAB1.004	5	2	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium sp002862755
SWAB1.005	BLANK	0.9	0.00	0.00	383	633880	SWAB1.005	2	2	Bacteria	Bacteroidota	Bacteroidia	None	None	None	None
SWAB1.006	BACTERIA	0.9	98.59	57.75	3247	7018151	SWAB1.006	36	16	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylomonadaceae	Methyloglobulus	Methyloglobulus morosus
SWAB1.007	BLANK	1.0	0.00	0.00	1008	1668446	SWAB1.007	0	0	None	None	None	None	None	None	None
SWAB1.008	BACTERIA	0.6	70.42	49.30	2996	4264388	SWAB1.008	31	10	Bacteria	Cyanobacteria	Cyanobacteriia	Leptolyngbyales	Leptolyngbyaceae	Alkalinema	Alkalinema sp002148405
SWAB1.009	BACTERIA	0.7	66.20	26.76	2340	3264596	SWAB1.009	20	4	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Sphaerotilus	Sphaerotilus natans
SWAB3.001	BLANK	0.9	0.00	0.00	1771	3124010	SWAB3.001	0	0	None	None	None	None	None	None	None
SWAB3.002	BACTERIA	1.0	100.00	50.70	1605	5857029	SWAB3.002	33	18	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylomonadaceae	Methyloglobulus	Methyloglobulus morosus
SWAB3.003	BACTERIA	0.8	77.46	7.04	1097	2377582	SWAB3.003	19	10	Bacteria	Actinobacteriota	Thermoleophilia	Ga0077560	Ga0077560	Ga0077560	Ga0077560 sp001464275
SWAB3.004	BLANK	0.8	0.00	0.00	2233	4062542	SWAB3.004	1	1	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	RF16	None
SWAB3.005	BLANK	1.0	0.00	0.00	34	128029	SWAB3.005	0	0	None	None	None	None	None	None	None
SWAB3.006	BACTERIA	1.0	92.96	16.90	814	4637140	SWAB3.006	25	25	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	None	None
SWAB3.007	BACTERIA	0.8	80.28	32.39	1813	3636205	SWAB3.007	18	2	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	UKL13-2	FEB-7	FEB-7 sp003105245
SWAB3.008	BACTERIA	0.6	49.30	4.23	33	123609	SWAB3.008	3	2	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium sp002862755
SWAB3.009	BACTERIA	0.3	30.99	11.27	2780	5009756	SWAB3.009	6	6	Bacteria	Bacteroidota	Bacteroidia	None	None	None	None
SWAB3.010	BACTERIA	0.5	64.79	8.45	696	1841640	SWAB3.010	16	16	Bacteria	Proteobacteria	None	None	None	None	None
SWAB3.011	BACTERIA	0.4	49.30	26.76	1361	3489157	SWAB3.011	13	13	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	None	None
SWAB3.012	BACTERIA	0.3	29.58	12.68	1577	3897591	SWAB3.012	2	2	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Sphaerotilus	Sphaerotilus natans
SWAB3.013	BLANK	1.0	0.00	0.00	280	506818	SWAB3.013	0	0	None	None	None	None	None	None	None
SWAB3.014	BACTERIA	0.9	90.14	53.52	2577	4843110	SWAB3.014	32	9	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylomonadaceae	Methyloglobulus	Methyloglobulus morosus
SWAB3.015	BACTERIA	0.8	76.06	52.11	1336	3025097	SWAB3.015	32	12	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Anderseniellaceae	QKVK01	QKVK01 sp003234965
SWAB3.016	BACTERIA	0.6	53.52	26.76	2207	6522533	SWAB3.016	12	12	Bacteria	None	None	None	None	None	None
SWAB3.017	BLANK	1.0	0.00	0.00	144	308105	SWAB3.017	4	2	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Methylophilaceae	Methylophilus	Methylophilus sp002281475
SWAB3.018	BACTERIA	0.4	40.85	26.76	2976	5105258	SWAB3.018	5	5	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	None	None
SWAB3.019	BACTERIA	1.0	92.96	2.82	977	3151679	SWAB3.019	17	7	Bacteria	Actinobacteriota	Thermoleophilia	Ga0077560	Ga0077560	Ga0077560	Ga0077560 sp001464275
SWAB3.020	BACTERIA	0.9	92.96	74.65	2847	7178684	SWAB3.020	30	19	Bacteria	Actinobacteriota	Acidimicrobiia	Acidimicrobiales	None	None	None
SWAB3.021	BLANK	1.0	0.00	0.00	161	288351	SWAB3.021	0	0	None	None	None	None	None	None	None
SWAB3.022	BACTERIA	0.3	36.62	19.72	2318	5491147	SWAB3.022	3	3	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	SG8-41	UBA5216	UBA5216 sp002412495
SWAB3.023	BACTERIA	0.6	59.15	35.21	2168	5147658	SWAB3.023	18	6	Bacteria	Deinococcota	Deinococci	Deinococcales	Trueperaceae	Truepera	Truepera radiovictrix
SWAB3.024	BACTERIA	0.8	77.46	42.25	2339	5454391	SWAB3.024	26	12	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	SG8-41	UBA5216	UBA5216 sp002412495
SWAB3.025	BACTERIA	0.8	76.06	12.68	897	1816617	SWAB3.025	18	9	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Methylophilaceae	Methylotenera	Methylotenera versatilis
SWAB3.026	BACTERIA	0.2	19.72	1.41	225	391761	SWAB3.026	1	1	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Nostocaceae	Tolypothrix	Tolypothrix hofmanni
SWAB3.027	BACTERIA	0.5	52.11	63.38	3340	6477623	SWAB3.027	10	10	Bacteria	Proteobacteria	Alphaproteobacteria	None	None	None	None
SWAB3.028	BACTERIA	0.9	77.46	69.01	1770	3264778	SWAB3.028	33	8	Bacteria	Actinobacteriota	Thermoleophilia	Ga0077560	Ga0077560	Ga0077541	Ga0077541 sp001464995
SWAB3.029	BACTERIA	0.7	64.79	88.73	2613	4681404	SWAB3.029	40	16	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	None
SWAB3.030	BACTERIA	0.6	60.56	32.39	1019	2019395	SWAB3.030	22	17	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	None	None
SWAB3.031	BACTERIA	0.4	45.07	9.86	2393	6041838	SWAB3.031	6	6	Bacteria	Actinobacteriota	None	None	None	None	None
SWAB3.032	BACTERIA	0.9	83.10	53.52	5063	9394376	SWAB3.032	16	4	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	Haliscomenobacter	Haliscomenobacter hydrossis
SWAB3.033	BACTERIA	0.7	67.61	74.65	2915	5457040	SWAB3.033	22	22	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	None	None
SWAB3.034	BLANK	1.0	0.00	0.00	139	230420	SWAB3.034	0	0	None	None	None	None	None	None	None
SWAB3.035	BLANK	0.8	0.00	0.00	1115	1682630	SWAB3.035	2	2	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	None	None
SWAB3.036	BACTERIA	0.5	64.79	46.48	4003	7768731	SWAB3.036	18	10	Bacteria	Actinobacteriota	Acidimicrobiia	Acidimicrobiales	Ilumatobacteraceae	Ilumatobacter	Ilumatobacter sp002711735
SWAB3.037	BACTERIA	0.8	73.24	46.48	2032	3749002	SWAB3.037	36	8	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	SG8-41	UBA5216	UBA5216 sp002412495
SWAB3.038	BLANK	0.8	0.00	0.00	1291	2252858	SWAB3.038	2	2	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	None
SWAB3.039	BACTERIA	0.3	42.25	4.23	1776	4399061	SWAB3.039	2	2	Bacteria	Chloroflexota	Anaerolineae	Thermoflexales	J036	J036	J036 sp003696945
SWAB3.040	BACTERIA	0.5	60.56	9.86	1564	3218158	SWAB3.040	10	10	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	None	None
SWAB3.041	BACTERIA	0.3	43.66	26.76	2136	3703968	SWAB3.041	15	3	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylomonadaceae	Methyloglobulus	Methyloglobulus sp003155565
SWAB3.042	BLANK	0.9	0.00	0.00	971	1700057	SWAB3.042	0	0	None	None	None	None	None	None	None
SWAB3.043	BACTERIA	0.6	56.34	32.39	469	938493	SWAB3.043	27	27	Bacteria	Proteobacteria	None	None	None	None	None
SWAB3.044	BACTERIA	0.7	71.83	25.35	2177	4095655	SWAB3.044	20	20	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	None	None
SWAB3.045	BACTERIA	0.7	69.01	85.92	1681	2972529	SWAB3.045	48	48	Bacteria	None	None	None	None	None	None
SWAB3.046	BACTERIA	0.6	64.79	36.62	4479	7995341	SWAB3.046	16	16	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	None	None	None
SWAB3.047	BLANK	1.0	0.00	0.00	503	970778	SWAB3.047	0	0	None	None	None	None	None	None	None
SWAB3.048	BACTERIA	0.6	64.79	47.89	2576	4450305	SWAB3.048	18	6	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingorhabdus	Sphingorhabdus sp003367235
SWAB3.049	BACTERIA	0.6	66.20	5.63	1635	3715762	SWAB3.049	10	5	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	M3007	M3007 sp006226345
SWAB3.050	BACTERIA	0.5	57.75	18.31	1999	3923996	SWAB3.050	7	7	Bacteria	Proteobacteria	Alphaproteobacteria	None	None	None	None
SWAB3.051	BACTERIA	0.6	50.70	18.31	1694	3208660	SWAB3.051	13	4	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium	Hyphomicrobium sp002928515
SWAB3.052	BACTERIA	0.8	73.24	50.70	1838	3002224	SWAB3.052	29	8	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Anderseniellaceae	PALSA-927	PALSA-927 sp003151375
SWAB3.053	BACTERIA	0.4	43.66	12.68	1967	2989964	SWAB3.053	9	3	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Anderseniellaceae	SCPD01	None
SWAB3.054	BLANK	1.0	0.00	0.00	289	440516	SWAB3.054	1	1	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	OLB9	OLB9 sp002482845
SWAB3.055	BACTERIA	0.5	53.52	14.08	1710	2930185	SWAB3.055	9	2	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Anderseniellaceae	QKVK01	QKVK01 sp003234965
SWAB3.056	BACTERIA	0.5	39.44	25.35	488	792056	SWAB3.056	19	7	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	None	None
SWAB3.057	BLANK	0.8	0.00	0.00	805	1286486	SWAB3.057	2	2	Bacteria	Proteobacteria	Alphaproteobacteria	None	None	None	None
SWAB3.058	BLANK	0.8	0.00	0.00	259	377731	SWAB3.058	4	3	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	None	None
SWAB3.059	BACTERIA	0.5	36.62	40.85	220	300658	SWAB3.059	25	3	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium	Hyphomicrobium sp900117445
SWAB3.060	BLANK	0.9	0.00	0.00	469	742981	SWAB3.060	4	4	Bacteria	None	None	None	None	None	None
SWAB3.061	BLANK	0.8	0.00	0.00	1052	1676369	SWAB3.061	1	1	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylobacterium	Methylobacterium sp000333655
SWAB3.062	BACTERIA	0.5	57.75	14.08	2859	4738016	SWAB3.062	10	2	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Spirosomaceae	REAB01	REAB01 sp004293645
SWAB3.063	BACTERIA	0.5	40.85	21.13	1974	3066981	SWAB3.063	8	8	Bacteria	None	None	None	None	None	None
SWAB3.064	BACTERIA	0.6	52.11	42.25	2678	4320156	SWAB3.064	20	20	Bacteria	Proteobacteria	None	None	None	None	None
SWAB3.065	BACTERIA	0.7	63.38	78.87	1554	2327110	SWAB3.065	43	18	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	None	None
SWAB3.066	BACTERIA	0.4	36.62	5.63	2640	4354831	SWAB3.066	7	4	Bacteria	Myxococcota	Polyangia	Haliangiales	Haliangiaceae	UBA2376	UBA2376 sp900696455
SWAB3.067	BACTERIA	0.5	53.52	30.99	3093	4510936	SWAB3.067	17	17	Bacteria	None	None	None	None	None	None
SWAB3.068	BACTERIA	0.6	52.11	36.62	1650	2282989	SWAB3.068	25	25	Bacteria	None	None	None	None	None	None
SWAB3.069	BACTERIA	0.7	60.56	23.94	1653	2541644	SWAB3.069	19	19	Bacteria	Proteobacteria	Alphaproteobacteria	None	None	None	None
SWAB3.070	BACTERIA	0.8	77.46	29.58	3076	4793430	SWAB3.070	20	5	Bacteria	Actinobacteriota	Acidimicrobiia	Acidimicrobiales	SZUA-35	SZUA-35	SZUA-35 sp003231975
SWAB3.071	BACTERIA	0.4	33.80	7.04	2690	3660831	SWAB3.071	6	6	Bacteria	None	None	None	None	None	None
SWAB3.072	BACTERIA	0.4	45.07	43.66	3714	5501789	SWAB3.072	6	6	Bacteria	Proteobacteria	Alphaproteobacteria	None	None	None	None
SWAB3.073	BACTERIA	0.8	70.42	40.85	2056	3082435	SWAB3.073	21	21	Bacteria	None	None	None	None	None	None
SWAB3.074	BACTERIA	0.4	49.30	7.04	1537	2374116	SWAB3.074	11	10	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	None	None
SWAB3.075	BACTERIA	0.7	64.79	56.34	2485	3469066	SWAB3.075	34	3	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	UBA7672	UBA7672 sp002280725
SWAB3.076	BACTERIA	0.2	22.54	2.82	1178	1578344	SWAB3.076	4	4	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	V1-33	V1-33	V1-33 sp003402705
